Scene_ID,Character,Dialogue,Scene_Description,Metadata
1.0,COMPUTER VOICE,"Alert! Sensors indicate three Klingon Cruisers, bearing three one six, mark four, closing fast.",[Bridge simulator room],
1.0,SAAVIK,Visual! ...Battle stations! Activate shields!,[Bridge simulator room],
1.0,SULU,Shields activated!,[Bridge simulator room],
1.0,SAAVIK,Inform the Klingons we are on a rescue mission.,[Bridge simulator room],
1.0,UHURA,"They're jamming all the frequencies, Captain.",[Bridge simulator room],
1.0,COMPUTER VOICE,Klingons on attack course and closing.,[Bridge simulator room],
1.0,SAAVIK,"We're in over our heads. Mister Sulu, get us out of here.",[Bridge simulator room],
1.0,SULU,"I'll try, Captain.",[Bridge simulator room],
1.0,COMPUTER VOICE,Alert! Klingon torpedoes activated.,[Bridge simulator room],
1.0,SAAVIK,Evasive action!,[Bridge simulator room],
1.0,,,[Bridge simulator room],
1.0,SAAVIK,Engineering! Damage report!,[Bridge simulator room],
1.0,SCOTT (OC),"Main energiser hit, Captain!",[Bridge simulator room],(an explosion rocks the bridge)
1.0,SAAVIK,Engage auxiliary power. Prepare to return fire!,[Bridge simulator room],
1.0,,,[Bridge simulator room],
1.0,CADET,"Shields collapsing, Captain!",[Bridge simulator room],
1.0,SAAVIK,Fire all phasers!,[Bridge simulator room],(another explosion rocks the bridge)
1.0,SPOCK,"No power to the weapons, Captain.",[Bridge simulator room],
1.0,,,[Bridge simulator room],
1.0,SCOTT (OC),"Captain, it's no use. We're dead in space.",[Bridge simulator room],
1.0,SAAVIK,"Activate escape pods. Send out the Log Buoy. ...All hands abandon ship. Repeat, ...all hands abandon ship.",[Bridge simulator room],(yet another explosion rocks the bridge)
1.0,KIRK (OC),"All right, open her up.",[Bridge simulator room],
1.0,SAAVIK,"Any suggestions, Admiral?",[Bridge simulator room],
1.0,KIRK,"Prayer, Mister Saavik. The Klingons don't take prisoners. Lights!",[Bridge simulator room],
1.0,TANNOY VOICE,Motors on!,[Bridge simulator room],
1.0,KIRK,Captain!,[Bridge simulator room],
1.0,SPOCK,Trainees ...to the briefing room.,[Bridge simulator room],
1.0,TANNOY VOICE,Maintenance Crew! Report to the bridge simulator.,[Bridge simulator room],
1.0,KIRK,"Physician, heal thyself.",[Bridge simulator room],
1.0,McCOY,Is that's all you gotta to say? What about my performance?,[Bridge simulator room],
1.0,KIRK,"I'm not a drama critic. ...Well, Mister Saavik, are you going to stay with the sinking ship?",[Bridge simulator room],
1.0,SAAVIK,"Permission to speak candidly, sir?",[Bridge simulator room],
1.0,KIRK,Granted.,[Bridge simulator room],
1.0,SAAVIK,I don't believe this was a fair test of my command abilities.,[Bridge simulator room],
1.0,KIRK,And why not?,[Bridge simulator room],
1.0,SAAVIK,Because ...there was no way to win.,[Bridge simulator room],
1.0,KIRK,A no-win situation is a possibility every commander may face. Has that never occurred to you?,[Bridge simulator room],
1.0,SAAVIK,No sir. It has not.,[Bridge simulator room],
1.0,KIRK,"How we deal with death is at least as important as how we deal with life, wouldn't you say?",[Bridge simulator room],
1.0,SAAVIK,"As I indicated, Admiral, that thought had not occurred to me.",[Bridge simulator room],
1.0,KIRK,"Well, now you have something new to think about. Carry on.",[Bridge simulator room],
1.0,McCOY,Admiral? Wouldn't it be easier to just put an experienced crew back on the ship?,[Bridge simulator room],
1.0,KIRK,"Galloping about the cosmos is a game for the young, Doctor.",[Bridge simulator room],
1.0,UHURA,Now what is that supposed to mean?,[Bridge simulator room],
1.0,,,[Bridge simulator room],
2.0,,,[Corridor outside bridge simulator room],
2.0,KIRK,Aren't you dead? I assume you are loitering here to learn what efficiency rating I plan to give your cadets.,[Corridor outside bridge simulator room],
2.0,SPOCK,I am understandably curious.,[Corridor outside bridge simulator room],
2.0,KIRK,They destroyed the simulator room and you with it.,[Corridor outside bridge simulator room],
2.0,SPOCK,"The Kobayashi Maru scenario frequently wreaks havoc with students and equipment. As I recall you took the test three times yourself. Your final solution was, shall we say, unique?",[Corridor outside bridge simulator room],
2.0,KIRK,"It had the virtue of never having been tried. Oh, by the way, ...thank you for this.",[Corridor outside bridge simulator room],
2.0,SPOCK,I know of your fondness for antiques.,[Corridor outside bridge simulator room],
2.0,KIRK,"'It was the best of times, it was the worst of times' ...Message, Spock?",[Corridor outside bridge simulator room],
2.0,SPOCK,"None of that I'm conscious of ...except, of course, happy birthday, ...surely the best of times.",[Corridor outside bridge simulator room],
2.0,TANNOY VOICE,"Captain Spock, Captain Spock, space shuttle leaving in fifteen minutes.",[Corridor outside bridge simulator room],
2.0,KIRK,"Where are you off to, now?",[Corridor outside bridge simulator room],
2.0,SPOCK,The Enterprise. I must check in before your inspection. And you?,[Corridor outside bridge simulator room],
2.0,KIRK,Home.,[Corridor outside bridge simulator room],
2.0,,,[Corridor outside bridge simulator room],
3.0,,,[Kirk's apartment],
3.0,KIRK,"Why! Bless me, Doctor! What beams you into this neck of the woods?",[Kirk's apartment],
3.0,McCOY,"'Beware Romulans bearing gifts.' Happy Birthday, Jim.",[Kirk's apartment],
3.0,KIRK,"Romulan Ale! Why, Bones, you know this is illegal.",[Kirk's apartment],
3.0,McCOY,I only use it for medicinal purposes. I got aboard a ship that brings me in a case every now and then across the Neutral Zone. Now don't be a prig.,[Kirk's apartment],
3.0,KIRK,"Twenty-two, eighty-three.",[Kirk's apartment],
3.0,McCOY,"Yeah well it takes this stuff a while to ferment. Here now, gimme. ...Now you open this one.",[Kirk's apartment],
3.0,KIRK,I'm almost afraid to. What is it? Klingon aphrodisiacs?,[Kirk's apartment],
3.0,McCOY,No.,[Kirk's apartment],
3.0,KIRK,"Oh. ...Bones, this is ...charming.",[Kirk's apartment],
3.0,McCOY,"For most patients of your age, I generally administer Retnax Five.",[Kirk's apartment],
3.0,KIRK,I'm allergic to Retnax Five.,[Kirk's apartment],
3.0,McCOY,Exactly. Cheers!,[Kirk's apartment],
3.0,KIRK,Cheers! ...Aahh!,[Kirk's apartment],
3.0,McCOY,Happy Birthday!,[Kirk's apartment],
3.0,KIRK,I don't know what to say.,[Kirk's apartment],
3.0,McCOY,Well you could say thank you.,[Kirk's apartment],
3.0,KIRK,Thank you.,[Kirk's apartment],
3.0,McCOY,"Damn it, Jim, what the hell's the matter with you? Other people have birthdays. Why are we treating yours like a funeral?",[Kirk's apartment],
3.0,KIRK,"Bones, I don't want to be lectured.",[Kirk's apartment],
3.0,McCOY,"What the hell do you want? ...This is not about age, ...and you know it. This is about you flying a goddamn computer console when you wanna be out there hopping Galaxies.",[Kirk's apartment],
3.0,KIRK,"Spare me your notions of poetry, please. We all have our assigned duties.",[Kirk's apartment],
3.0,McCOY,Bull. You're hiding ...hiding behind rules and regulations.,[Kirk's apartment],
3.0,KIRK,Who am I hiding from?,[Kirk's apartment],
3.0,McCOY,"From yourself, Admiral!",[Kirk's apartment],
3.0,KIRK,"Don't mince words, Bones, What do you really think?",[Kirk's apartment],
3.0,McCOY,"Jim, I'm your doctor and I'm your friend. Get back your command. Get it back before you turn into part of this collection. Before you really do grow old.",[Kirk's apartment],
3.0,,,[Kirk's apartment],
3.0,,,[Kirk's apartment],
3.0,,,[Kirk's apartment],
4.0,,,[Reliant bridge],"Starship log, stardate 8130.4. Log entry by First Officer Pavel Chekov. Starship Reliant on orbital approach to Ceti Alpha VI, in connection with Project Genesis. We are continuing our search for a lifeless planet to satisfy the requirements of a test site for the Genesis Experiment. So far no success."
4.0,TERRELL,Standard orbit please. Mister Beach. Any change in the surface scan?,[Reliant bridge],
4.0,BEACH,"Negative. Limited atmosphere, dominated by craylon gas, sand and high velocity winds. It's incapable of supporting lifeforms.",[Reliant bridge],
4.0,CHEKOV,Does it have to be completely lifeless?,[Reliant bridge],
4.0,TERRELL,Don't tell me you've found something.,[Reliant bridge],
4.0,CHEKOV,We've picked up a minor energy flux reading on one dynoscanner.,[Reliant bridge],
4.0,TERRELL,Damn! Are you sure? Maybe the scanner's out of adjustment.,[Reliant bridge],
4.0,CHEKOV,I suppose it could be a particle of preanimate matter caught in the matrix.,[Reliant bridge],
4.0,TERRELL,"All right, get on the Comm-pic to Doctor Marcus.",[Reliant bridge],
4.0,KYLE,Aye sir.,[Reliant bridge],
4.0,TERRELL,Maybe it's something we can transplant.,[Reliant bridge],
4.0,CHEKOV,You know what she'll say.,[Reliant bridge],
4.0,,,[Reliant bridge],
5.0,,,[Regula I space laboratory],
5.0,CAROL (OC),Now let me get this straight. Something you can transplant?,[Regula I space laboratory],
5.0,CHEKOV (OC),"Yes, Doctor.",[Regula I space laboratory],
5.0,,,[Regula I space laboratory],
6.0,,,[Regula I lab],
6.0,CAROL,Something you can transplant? I don't know.,[Regula I lab],
6.0,TERRELL (on viewscreen),It might only be a particle of preanimate matter.,[Regula I lab],
6.0,CAROL,Then again it may not. You boys have to be clear on this. There can't be so much as a microbe or the show's off. Why don't you have a look? But if it is something that can be moved I want...,[Regula I lab],
6.0,TERRELL (on viewscreen),"You bet, Doctor. We're on our way!",[Regula I lab],
6.0,,,[Regula I lab],
7.0,,,[Regula I corridor],
7.0,DAVID,"Well, don't have kittens. Genesis is going to work. They'll remember you in one breath with Newton, Einstein, Surak.",[Regula I corridor],
7.0,CAROL,Thanks a lot. No respect from my offspring.,[Regula I corridor],
7.0,DAVID,Par for the course. Are you teaming up with me for bridge after dinner?,[Regula I corridor],
7.0,CAROL,Maybe. ...What is it?,[Regula I corridor],
7.0,DAVID,"Every time we have dealings with Starfleet, I get nervous. ...We are dealing with something that could be perverted into a dreadful weapon. Remember that overgrown Boy Scout you used to hang around with? That's exactly the kind of man...",[Regula I corridor],
7.0,CAROL,"Listen, kiddo, Jim Kirk was many things, but he was never a Boy Scout!",[Regula I corridor],
7.0,,,[Regula I corridor],
8.0,,,[Reliant orbiting Ceti Alpha V],
8.0,RELIANT VOICE,"Captain Terrell, stand by to beam down.",[Reliant orbiting Ceti Alpha V],
8.0,,,[Reliant orbiting Ceti Alpha V],
9.0,,,[Surface of Ceti Alpha V],
9.0,TERRELL,"Chekov, are you sure these are the correct coordinates?",[Surface of Ceti Alpha V],
9.0,CHEKOV,"Captain, this is the garden spot of Ceti Alpha Six.",[Surface of Ceti Alpha V],
9.0,TERRELL,I can barely see it.,[Surface of Ceti Alpha V],
9.0,CHEKOV,There's nothing here. The tricorder must be broken.,[Surface of Ceti Alpha V],
9.0,TERRELL,"Chekov, over here. Those look like cargo carriers. Hey, give me a hand.",[Surface of Ceti Alpha V],
9.0,,,[Surface of Ceti Alpha V],
10.0,,,[Cargo bay],
10.0,TERRELL,"What the hell happened? If they crashed, where's the rest of the ship?",[Cargo bay],
10.0,,,[Cargo bay],
10.0,TERRELL,What the hell is that?,[Cargo bay],
10.0,CHEKOV,Botany Bay. ...Botany Bay! ...Oh no! We've got to get out of here now! Damn!,[Cargo bay],(looking at a tank with moving sand)
10.0,TERRELL,What about the...,[Cargo bay],
10.0,CHEKOV,Never mind! Hurry! Hurry!,[Cargo bay],
10.0,TERRELL,"Chekov, what's the matter with you? ...Chekov!",[Cargo bay],
10.0,CHEKOV,Come on! Hurry!,[Cargo bay],
10.0,,,[Cargo bay],
10.0,,,[Cargo bay],
10.0,,,[Cargo bay],
11.0,,,[Reliant bridge],(outside they are confronted by a group of hooded figures)
11.0,KYLE,"Starship Reliant to Captain Terrell, ...this is Commander Kyle. Will you please respond, Captain? Captain Terrell, respond please.",[Reliant bridge],
11.0,BEACH,Let's give them a little more time.,[Reliant bridge],
11.0,,,[Reliant bridge],
12.0,,,[Cargo bay],
12.0,CHEKOV,Khan!,[Cargo bay],
12.0,KHAN,"I don't know you. ...But you, ...I never forget a face, Mister ...Chekov. Isn't it? I never thought to see your face again.",[Cargo bay],
12.0,TERRELL,"Chekov, who is this man?",[Cargo bay],
12.0,CHEKOV,"A criminal, Captain, ...a product of late twentieth century genetic engineering.",[Cargo bay],
12.0,TERRELL,"What do you want with us? Sir, I demand...",[Cargo bay],
12.0,KHAN,"You are in a position to demand nothing, sir. I, on the other hand, am in a position to grant ...nothing. What you see is all that remains of the ship's company and crew of the Botany Bay, marooned here fifteen years ago by Captain James T. Kirk.",[Cargo bay],
12.0,TERRELL,"Listen, you men and women, you have a...",[Cargo bay],
12.0,KHAN,"Captain! Captain! Save your strength. These people have sworn to live and die at my command two hundred years before you were born. Do you mean he never told you the tale? To amuse your Captain? No? Never told you how the Enterprise picked up the Botany Bay, lost in space in the year nineteen hundred and ninety-six, myself and the ship's company in cryogenic freeze?",[Cargo bay],
12.0,TERRELL,I've never even met Admiral Kirk.,[Cargo bay],
12.0,KHAN,Admiral? Admiral! Admiral... Never told you how Admiral Kirk sent seventy of us into exile on this barren sand heap with only the contents of these cargo bays to sustain us?,[Cargo bay],
12.0,CHEKOV,"You lie! On Ceti Alpha Five there was life, a fair chance.",[Cargo bay],
12.0,KHAN,"This is Ceti Alpha Five. ...Ceti Alpha Six exploded six months after we were left here. The shock shifted the orbit of this planet and everything was laid waste. Admiral Kirk ...never bothered to check on our progress. It was only the fact of my genetically engineered intellect that enabled us to survive! On Earth, ...two hundred years ago, ...I was a prince, ...with power over millions.",[Cargo bay],
12.0,CHEKOV,Captain Kirk was your host! You repaid his hospitality by trying to steal his ship and murder him.,[Cargo bay],
12.0,KHAN,"You didn't expect to find me. You thought this was Ceti Alpha Six! Why are you here? ...Why are you here? ...Why? ...Allow me introduce you to Ceti Alpha Five's only remaining indigenous lifeform. ...What do you think? They've killed twenty of my people, including my beloved wife. ...Oh, not all at once, ...and not ...instantly, to be sure. ...You see, their young enter through the ears ...and wrap themselves around the cerebral cortex. This has the effect of rendering the victim extremely susceptible to suggestion. Later, ...they grow, ...follows madness. ...And death.",[Cargo bay],
12.0,CHEKOV,"Khan, listen to me!",[Cargo bay],
12.0,KHAN,"These are pets, of course. Not quite domesticated.",[Cargo bay],
12.0,CHEKOV,Khan! Captain Kirk was only doing his duty!,[Cargo bay],
12.0,TERRELL,No! No!,[Cargo bay],
12.0,CHEKOV/TERRELL,(screams of pain),[Cargo bay],
12.0,KHAN,That's better! Now tell me ...why you are here? ...And tell me where I may find James Kirk.,[Cargo bay],
12.0,,,[Cargo bay],
13.0,,,[Space shuttle],
13.0,ENTERPRISE VOICE,Enterprise to Admiral Kirk's shuttle. You're cleared for docking. Approach portside torpedo bay.,[Space shuttle],
13.0,SULU,"Enterprise, this is Admiral Kirk's party on final approach.",[Space shuttle],
13.0,ENTERPRISE VOICE,Enterprise welcomes you. Prepare for docking.,[Space shuttle],
13.0,KIRK,I hate inspections.,[Space shuttle],
13.0,SULU,"I'm delighted, any chance to go aboard the Enterprise.",[Space shuttle],
13.0,KIRK,"Well, I for one am glad to have you at the helm for three weeks. I don't think these kids can steer.",[Space shuttle],
13.0,,,[Space shuttle],
14.0,,,[Enterprise docking bay],
14.0,,,[Enterprise docking bay],
14.0,SPOCK,Open the Air Lock.,[Enterprise docking bay],
14.0,KIRK,"Permission to come aboard, Captain?",[Enterprise docking bay],(an ensign sounds a bo'sun's pipe)
14.0,SPOCK,"Welcome, Admiral. I think you know my trainee crew. Certainly they have come to know you.",[Enterprise docking bay],
14.0,KIRK,"Yes, we've been through death and life together.",[Enterprise docking bay],
14.0,KIRK,"Mister Scott, you old space dog. You're well?",[Enterprise docking bay],
14.0,SCOTT,"I had me a wee bout, sir, but Doctor McCoy pulled me through.",[Enterprise docking bay],
14.0,KIRK,Oh? A wee bout of what?,[Enterprise docking bay],
14.0,McCOY,"Shore leave, Admiral.",[Enterprise docking bay],
14.0,KIRK,Ah. And who do we have here?,[Enterprise docking bay],
14.0,PRESTON,"Midshipman First Class Peter Preston, engineers mate, sir!",[Enterprise docking bay],
14.0,KIRK,"First training voyage, Mister Preston?",[Enterprise docking bay],
14.0,PRESTON,Yes sir!,[Enterprise docking bay],
14.0,KIRK,"Well, ...shall we start with the Engine Room?",[Enterprise docking bay],
14.0,SCOTT,"We'll see you there, sir, and everything is in order.",[Enterprise docking bay],
14.0,KIRK,"That'll be a pleasant surprise, Mister Scott.",[Enterprise docking bay],
14.0,SPOCK,"I'll see you on the bridge, Admiral. Company dismissed!",[Enterprise docking bay],
14.0,SAAVIK,"(in Vulcan) He's never what I expect, sir.",[Enterprise docking bay],
14.0,SPOCK,"(in Vulcan) What surprises you, Lieutenant?",[Enterprise docking bay],
14.0,SAAVIK,He's so ...human.,[Enterprise docking bay],
14.0,SPOCK,"(in Vulcan) Nobody's perfect, Saavik.",[Enterprise docking bay],
14.0,,,[Enterprise docking bay],
15.0,,,[Enterprise engineering],
15.0,KIRK,"Well, Mister Scott, are your cadets capable of handling a minor training cruise?",[Enterprise engineering],
15.0,SCOTT,"Give the word, Admiral!",[Enterprise engineering],
15.0,KIRK,"Mister Scott, the word is given.",[Enterprise engineering],
15.0,SCOTT,Aye sir.,[Enterprise engineering],
15.0,McCOY,"Admiral, what about the rest of the inspection?",[Enterprise engineering],
15.0,KIRK,Later.,[Enterprise engineering],
15.0,,,[Enterprise engineering],
16.0,,,[Enterprise bridge],
16.0,STARFLEET VOICE,This is Starfleet Operations. Enterprise is cleared for departure.,[Enterprise bridge],
16.0,SULU,Admiral on the bridge!,[Enterprise bridge],
16.0,SAAVIK (OC),Running lights on.,[Enterprise bridge],
16.0,SPOCK,"Very well, Mister Saavik, you may clear all moorings.",[Enterprise bridge],
16.0,SAAVIK,"Aye sir. ...All moorings are clear, Captain.",[Enterprise bridge],
16.0,SPOCK,"Thank you. ...Lieutenant, have you ever piloted a starship out of Spacedock?",[Enterprise bridge],
16.0,SAAVIK,"Never, sir.",[Enterprise bridge],
16.0,SPOCK,"Take her out, Mister Saavik.",[Enterprise bridge],
16.0,SAAVIK,Aye sir.,[Enterprise bridge],
16.0,SPOCK,"For everything there is a first time, Lieutenant. Don't you agree, Admiral?",[Enterprise bridge],
16.0,KIRK,Mmm.,[Enterprise bridge],
16.0,SAAVIK,"Aft thrusters, Mister Sulu.",[Enterprise bridge],
16.0,SULU,Aft thrusters.,[Enterprise bridge],
16.0,McCOY,Would you like a tranquilliser?,[Enterprise bridge],
16.0,SAAVIK,Ahead one-quarter impulse power.,[Enterprise bridge],
16.0,SULU,Ahead one-quarter impulse power.,[Enterprise bridge],
16.0,,,[Enterprise bridge],
16.0,SULU,We are clear and free to navigate.,[Enterprise bridge],
16.0,SAAVIK,"Course heading, Captain?",[Enterprise bridge],(the Enterprise leaves Spacedock)
16.0,KIRK,Captain's discretion.,[Enterprise bridge],
16.0,SPOCK,"Mister Sulu, you may ...indulge yourself.",[Enterprise bridge],
16.0,SULU,Aye sir.,[Enterprise bridge],
16.0,,,[Enterprise bridge],
17.0,,,[Regula I space laboratory],
17.0,DAVID,Does that about do it?,[Regula I space laboratory],
17.0,CAROL,"I don't think there's another piece of information we could squeeze into the memory banks. Next time, we'll design a bigger one.",[Regula I space laboratory],
17.0,DAVID,Who'd wanna build it?,[Regula I space laboratory],
17.0,JEDDA,"Doctor Marcus, Comm-pic coming in on hyperchannel. ...It's the Starship Reliant.",[Regula I space laboratory],
17.0,CAROL,"On the screen, please, Jedda.",[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),"Come in, please. This is Reliant calling Regula I. Repeat. This is U.S.S. Reliant.",[Regula I space laboratory],
17.0,CAROL,"Commander, we are receiving. This is Regula I. Go ahead.",[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),"Ah! Doctor Marcus, ...good. We're en route to you and should be there in three days.",[Regula I space laboratory],
17.0,CAROL,En route? Why? We weren't expecting you for another three months. Has something happened?,[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),Nothing has happened. Ceti Alpha Six has checked out.,[Regula I space laboratory],
17.0,CAROL,Then I ...I don't understand why you're coming...,[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),"We have received new orders. Upon our arrival at Regula I, all materials of Project Genesis will be transferred to this ship for immediate testing at Ceti Alpha Six.",[Regula I space laboratory],
17.0,DAVID,"(and others) Who the hell, do they think they are?",[Regula I space laboratory],
17.0,CAROL,"Will you please be quiet! Commander Chekov, this is completely irregular.",[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),I have my orders.,[Regula I space laboratory],
17.0,DAVID,"Pin him down, Mother. Who gave the order?",[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),The order comes from Admiral James T. Kirk.,[Regula I space laboratory],
17.0,DAVID,I knew it! I knew it! All along the military has wanted to get their han...,[Regula I space laboratory],
17.0,CAROL,"This is completely improper, Commander Chekov. I have no intention of allowing Reliant or any other unauthorised personnel access to our work or materials.",[Regula I space laboratory],
17.0,CHEKOV (on viewscreen),"I'm sorry that you feel that way, Doctor. Admiral Kirk's orders are confirmed.",[Regula I space laboratory],
17.0,,,[Regula I space laboratory],
18.0,,,[Reliant bridge],
18.0,CHEKOV,Please prepare to deliver Genesis to us upon our arrival. Reliant out.,[Reliant bridge],
18.0,KHAN,"Well done, Commander.",[Reliant bridge],
18.0,CHEKOV,"You realise, sir, they will attempt to contact Admiral Kirk and confirm the order.",[Reliant bridge],
18.0,,,[Reliant bridge],
19.0,,,[Enterprise turbolift],
19.0,SAAVIK,"Hold please! ...Thank you, sir.",[Enterprise turbolift],
19.0,KIRK,"Lieutenant, are you wearing your hair differently?",[Enterprise turbolift],
19.0,SAAVIK,"It is still regulation, Admiral. ...May I speak, sir?",[Enterprise turbolift],
19.0,KIRK,Self-expression doesn't seem to be one of your problems. ...You're bothered by your performance on the Kobayashi Maru.,[Enterprise turbolift],
19.0,SAAVIK,I failed to resolve the situation.,[Enterprise turbolift],
19.0,KIRK,There is no correct resolution. It's a test of character.,[Enterprise turbolift],
19.0,SAAVIK,May I ask how you dealt with the test?,[Enterprise turbolift],
19.0,KIRK,You may ask. ...That's a little joke.,[Enterprise turbolift],
19.0,SAAVIK,Humour. It is a difficult concept. ...It is not logical.,[Enterprise turbolift],
19.0,KIRK,We learn by doing.,[Enterprise turbolift],
19.0,McCOY,Who's been holding up the damn elevator?,[Enterprise turbolift],
19.0,SAAVIK,"Thank you, sir.",[Enterprise turbolift],
19.0,McCOY,Did she change her hairstyle?,[Enterprise turbolift],
19.0,KIRK,I hadn't noticed.,[Enterprise turbolift],
19.0,McCOY,"Wonderful stuff, that Romulan ale.",[Enterprise turbolift],
19.0,UHURA (on intercom),Admiral Kirk.,[Enterprise turbolift],
19.0,KIRK,Kirk here.,[Enterprise turbolift],
19.0,UHURA (on intercom),"I have an urgent Comm-pic from Space Lab Regula I for you, sir. Doctor Carol Marcus.",[Enterprise turbolift],
19.0,KIRK,"I'll take it in my quarters, Uhura.",[Enterprise turbolift],
19.0,UHURA (on intercom),Aye sir.,[Enterprise turbolift],
19.0,McCOY,It never rains but it pours.,[Enterprise turbolift],
19.0,KIRK,As a physician you of all people should appreciate the danger of re-opening old wounds.,[Enterprise turbolift],
19.0,McCOY,Sorry.,[Enterprise turbolift],
19.0,,,[Enterprise turbolift],
20.0,,,[Kirk's quarters],
20.0,CAROL (on viewscreen),"Jim, can you read me?",[Kirk's quarters],
20.0,KIRK,"I can hear you, Carol. What's wrong? What's the matter?",[Kirk's quarters],
20.0,CAROL (on viewscreen),Why are you taking Genesis away from us?,[Kirk's quarters],
20.0,KIRK,Taking Genesis? Who's taking Genesis? Who is taking Genesis?,[Kirk's quarters],
20.0,CAROL (on viewscreen),I can see you but can't hear.,[Kirk's quarters],
20.0,KIRK,Carol!,[Kirk's quarters],
20.0,CAROL (on viewscreen),"Jim, did you give the order?",[Kirk's quarters],
20.0,KIRK,What order? Who's taking Genesis?,[Kirk's quarters],
20.0,CAROL (on viewscreen),Please help us. I will not let them have Genesis without proper authorisation!,[Kirk's quarters],
20.0,KIRK,Have Genesis? Who gav...,[Kirk's quarters],
20.0,CAROL (on viewscreen),On whose authority can they do this?,[Kirk's quarters],
20.0,KIRK,No one's authority.,[Kirk's quarters],
20.0,CAROL (on viewscreen),Please do something.,[Kirk's quarters],
20.0,KIRK,Uhura! What's happening? Damn it.,[Kirk's quarters],
20.0,UHURA (on intercom),"Transmission jammed at the source, sir.",[Kirk's quarters],
20.0,KIRK,Alert Starfleet Headquarters.,[Kirk's quarters],
20.0,UHURA (on intercom),Aye sir.,[Kirk's quarters],
20.0,KIRK,I want to talk to Starfleet Command.,[Kirk's quarters],
20.0,,,[Kirk's quarters],
21.0,,,[Regula I space laboratory],
21.0,CAROL (OC),We must have order here. This has to be some sort of mistake.,[Regula I space laboratory],
21.0,DAVID,"Mistake? We're all alone here. They waited until everyone was on leave to do this. Reliant is supposed to be at our disposal, not vice-versa.",[Regula I space laboratory],
21.0,MADISON,It seems clear that Starfleet never intended that.,[Regula I space laboratory],
21.0,CAROL,"I that know, but...",[Regula I space laboratory],
21.0,DAVID,I've tried to tell you before. Scientists have always been pawns of the military.,[Regula I space laboratory],
21.0,CAROL,Starfleet has kept the peace for a hundred. I cannot and will not subscribe to your interpretation of this event.,[Regula I space laboratory],
21.0,JEDDA,"You may be right, Doctor, but what about Reliant? She's on her way.",[Regula I space laboratory],
21.0,,,[Regula I space laboratory],
22.0,,,[Spock's quarters],
22.0,KIRK (OC),We've got a problem. Something may be wrong at Regula I. We've been ordered to investigate.,[Spock's quarters],
22.0,SPOCK,"If memory serves, Regula I is a scientific research laboratory.",[Spock's quarters],
