Scene_ID,Character,Dialogue,Scene_Description,Metadata
8.0,KIRK (on intercom),"Your reputation is secure, Scotty.",[Enterprise engineering],
9.0,KIRK,"Mister Sulu, take the con. I'll be in my quarters.",[Enterprise bridge],
9.0,SULU,Aye sir.,[Enterprise bridge],
9.0,TRAINEE FOSTER,"Sir, ...I was wondering. ...Are they planning a ceremony when we get in? ...I mean, a reception?",[Enterprise bridge],
9.0,KIRK,"A hero's welcome, son? Is that what you'd like? ...Well, God knows, there should be. This time we paid for the party with our dearest blood.",[Enterprise bridge],
10.0,CAPTAIN,"Steady, ...steady boys. Keep scanning... I thought you people were reliable. ...Where the hell is he!",[Merchantman bridge],
10.0,VALKRIS,"He has been here for some time. Put me on the hailing frequency. Commander Kruge, this is Valkris. in Klingonese I have obtained the Federation data. Ready to transmit.",[Merchantman bridge],
10.0,KRUGE (OC),"Well done, Valkris, ...well done.",[Merchantman bridge],
10.0,CAPTAIN,What the hell is...?,[Merchantman bridge],
10.0,KRUGE,in Klingonese Disengage cloaking device!,[Merchantman bridge],
11.0,KRUGE,in Klingonese Lights up!,[Bird-of-Prey bridge],(the Bird-of-Prey decloaks)
11.0,KRUGE,in Klingonese Transmit data. ...Now!,[Bird-of-Prey bridge],
12.0,VALKRIS,in Klingonese Transmission completed. ...You will find it useful.,[Merchantman bridge],
13.0,KRUGE,in Klingonese Then you have seen i?,[Bird-of-Prey bridge],
14.0,VALKRIS,"in Klingonese I have, my lord.",[Merchantman bridge],
15.0,KRUGE,in Klingonese Unfortunate.,[Bird-of-Prey bridge],
16.0,VALKRIS,in Klingonese Understood.,[Merchantman bridge],
17.0,KRUGE,in Klingonese Thrusters!,[Bird-of-Prey bridge],
18.0,CAPTAIN,What's the hell's going on? When do I get paid off?,[Merchantman bridge],
18.0,VALKRIS,"Soon, Captain, quite soon. in Klingonese Success, my lord ...and my love.",[Merchantman bridge],
19.0,KRUGE,in Klingonese You will be remembered with honour. ...Fire.,[Bird-of-Prey bridge],
19.0,KRUGE,in Klingonese New course. Federation Neutral Zone. about the pet ...Feed him!,[Bird-of-Prey bridge],
19.0,MALTZ,"in Klingonese Yes, my lord!",[Bird-of-Prey bridge],(the Merchantman is destroyed)
20.0,UHURA,"Approach control, ...this is Enterprise. Ready for docking maneuver.",[Enterprise bridge],
20.0,SPACEDOCK CONTROLLER (on intercom),Enterprise is cleared to dock.,[Enterprise bridge],
20.0,KIRK,Lock on!,[Enterprise bridge],
20.0,SULU,Systems locked.,[Enterprise bridge],
20.0,KIRK,"Spacedock, you have control.",[Enterprise bridge],
20.0,SPACEDOCK CONTROLLER (on intercom),"Affirmative, Enterprise. Enjoy the ride, and welcome home.",[Enterprise bridge],
20.0,KIRK,Enterprise confirms.,[Enterprise bridge],
21.0,VOICE (OC),"Acknowledge, door closed.",[Spacedock control room],
22.0,UHURA,Would you look at that?,[Enterprise bridge],
22.0,KIRK,"My friends, the great experiment. The Excelsior, ready for trial runs.",[Enterprise bridge],
22.0,SULU,She's supposed to have transwarp drive.,[Enterprise bridge],(U.S.S. Excelsior on viewscreen)
22.0,SCOTT,"Aye. And if my grandmother had wheels, she'd be a wagon.",[Enterprise bridge],
22.0,KIRK,"Tut tut, Mister Scott. Young minds. Fresh ideas. ...Be tolerant.",[Enterprise bridge],
22.0,COMPUTER VOICE,"Enterprise, stand by for final docking procedure.",[Enterprise bridge],
22.0,KIRK,Stand by umbilical and gravitational support systems.,[Enterprise bridge],(Commander Rand watches nostalgically from the Spacedock cafeteria)
22.0,SULU,"Aye sir, moorings activated. ...All systems standing by.",[Enterprise bridge],
22.0,CHEKOV,"Admiral, ...this is not possible.",[Enterprise bridge],
22.0,KIRK,Mister Chekov?,[Enterprise bridge],
22.0,CHEKOV,An energy reading from 'C' deck ...from inside Mister Spock's quarters.,[Enterprise bridge],
22.0,KIRK,I ordered Spock's quarters sealed!,[Enterprise bridge],
22.0,CHEKOV,"Yes sir, I sealed the room myself. Nevertheless I am reading a lifeform there.",[Enterprise bridge],
22.0,KIRK,This entire crew seems on the edge of obsessive behaviour concerning Mister Spock.,[Enterprise bridge],
22.0,UHURA,Sir! Security reports the door to Spock's quarters has been forced.,[Enterprise bridge],
22.0,KIRK,"I'm on my way. Sulu, continue docking procedure.",[Enterprise bridge],
22.0,SULU (OC),Aye sir.,[Enterprise bridge],
23.0,McCOY,"in Spock's voice Jim, ...Help me. ...You left me on Genesis. ...Why did you do that? ...Help me.",[Spock's quarters],(Chekov says something in Russian to Scott about the security alert)
23.0,KIRK,"Bones, ...what the hell are you doing? Have you lost your mind!",[Spock's quarters],
23.0,McCOY,"Help me, Jim. ...Take me home.",[Spock's quarters],
23.0,KIRK,"Bones, we are. We are home.",[Spock's quarters],
23.0,McCOY,"Then perhaps it's not too late. ...Climb the steps, Jim. ...Climb the steps of Mount Seleya.",[Spock's quarters],
23.0,KIRK,"Mount Seleya? Bones, Mount Seleya is on Vulcan! We're home, ...on Earth!",[Spock's quarters],
23.0,McCOY,in Spock's voice Remember!,[Spock's quarters],
23.0,UHURA (on intercom),"Admiral, docking is completed. Starfleet Commander Morrow is on his way for inspection.",[Spock's quarters],
23.0,KIRK,Uhura! Get the medics down here! Get them now!,[Spock's quarters],
24.0,MORROW,"You've all done remarkable service under the most difficult conditions. You'll be receiving Starfleet's highest commendation, and more importantly, extended shore leave. ...That is, all but you, Mister Scott. They need your wisdom on the new Excelsior. ...Report there tomorrow as Captain of Engineering.",[Enterprise torpedo bay],
24.0,SCOTT,"With all appreciation, sir, I'd prefer to supervise the refit of Enterprise.",[Enterprise torpedo bay],
24.0,MORROW,I'm afraid that won't be necessary.,[Enterprise torpedo bay],
24.0,SCOTT,"But, sir...",[Enterprise torpedo bay],
24.0,MORROW,"I'm sorry, Mister Scott, but there will be no refit.",[Enterprise torpedo bay],
24.0,KIRK,"Admiral, I don't understand. The Enterprise is not...",[Enterprise torpedo bay],
24.0,MORROW,"Jim, the Enterprise is twenty years old. We feel her day is over.",[Enterprise torpedo bay],
24.0,KIRK,But we had requested... We'd hoped to take her back to Genesis.,[Enterprise torpedo bay],
24.0,MORROW,That is out of the question.,[Enterprise torpedo bay],
24.0,KIRK,May I ask why?,[Enterprise torpedo bay],
24.0,MORROW,"In your absence, Genesis has become a galactic controversy. ...Until the Federation Council makes policy, you are all under orders not to discuss with anyone your knowledge of Genesis. Consider it a quarantined planet, and a forbidden subject.",[Enterprise torpedo bay],
25.0,KIRK (on viewscreen),"To fully understand the events on which I report, it is necessary to review the theoretical data on the Genesis device as developed by Doctors Carol and David Marcus. Genesis, simply put, is life from lifelessness. It was the intention to introduce the Genesis Device into a preselected area of a lifeless space body, a moon or other dead form. The device when delivered would instantaneously cause the Genesis effect. Instead of a dead moon, a living, breathing planet now exists, capable of sustaining whatever lifeforms we see fit to deposit on it.",[Bird-of-Prey bridge],
25.0,KRUGE,So? Speak!,[Bird-of-Prey bridge],
25.0,TORG,"Great power ...to control, ...dominate.",[Bird-of-Prey bridge],
25.0,KRUGE,Speak.,[Bird-of-Prey bridge],
25.0,MATLZ,Impressive. ...They can make planets.,[Bird-of-Prey bridge],
25.0,KRUGE,"Oh yes, ...new cities, homes in the country, ...your woman at your side, children playing at your feet. And overhead, fluttering in the breeze, the flag of the Federation. Charming. ...Station!",[Bird-of-Prey bridge],
25.0,MALTZ,"Yes, my lord!",[Bird-of-Prey bridge],
25.0,KRUGE,Share this with no one.,[Bird-of-Prey bridge],
25.0,TORG,"Understood, my lord.",[Bird-of-Prey bridge],
25.0,KRUGE,"We are going to this planet. Even as our emissaries negotiate for peace with the Federation, we will act for the preservation of our race! We will seize the secret of this weapon. The secret of ultimate power!",[Bird-of-Prey bridge],
25.0,TORG,"Success, my lord.",[Bird-of-Prey bridge],
25.0,STARDATE,8210.3,[Bird-of-Prey bridge],
26.0,SAAVIK (OC),We have reached destination planet at point zero three five.,[Grissom bridge],
26.0,ESTEBAN,"Very well, Lieutenant. Helm. ...Execute standard orbital approach.",[Grissom bridge],
26.0,HELMSMAN,Standard orbit. Aye sir.,[Grissom bridge],
26.0,ESTEBAN,"Communications! Send a coded message for Starfleet Commander, priority one. ...'Federation Science Vessel Grissom arriving Genesis Planet, Mutara Sector to begin research. J.T. Esteban, commanding.'",[Grissom bridge],
26.0,COMM OFFICER,"Aye sir, coding now.",[Grissom bridge],
26.0,ESTEBAN,"Doctor Marcus, it's your planet.",[Grissom bridge],
26.0,DAVID,"Begin scanning, please. ...This is where the fun begins, Saavik!",[Grissom bridge],
26.0,SAAVIK,"Just like your father, so human. ...All units functional, recorders are on. Scanning sector one. The foliage in fully developed state of growth. Temperature, twentytwo point two Celsius.",[Grissom bridge],
26.0,DAVID,"Sector two. Indicating desert terrain. Minimal vegetation, temperature thirtynine point four.",[Grissom bridge],
26.0,SAAVIK,Sector three. Subtropical vegetation. ...Temperature decreasing rapidly.,[Grissom bridge],
26.0,DAVID,It's snow. Snow in the same sector. Fantastic!,[Grissom bridge],
26.0,SAAVIK,Fascinating.,[Grissom bridge],
26.0,DAVID,All the varieties of land and weather known to Earth within a few hours walk!,[Grissom bridge],
26.0,SAAVIK,Metallic mass.,[Grissom bridge],
26.0,DAVID,Closerange scan. ...A photon tube! ...Gravitational fields were in flux. ...It must have softlanded!,[Grissom bridge],(console bleeps)
26.0,ESTEBAN,In code to Starfleet. 'Captain's Spock's tube located on Genesis surface.',[Grissom bridge],
26.0,COMM OFFICER,"Yes sir, ...coding your message.",[Grissom bridge],
26.0,DAVID,I don't believe it.,[Grissom bridge],
26.0,ESTEBAN,What is it?,[Grissom bridge],
26.0,SAAVIK,"If equipment is functioning properly, indications are ...an animal lifeform.",[Grissom bridge],
26.0,ESTEBAN,You said there wouldn't be any...,[Grissom bridge],
26.0,DAVID,There shouldn't be any.,[Grissom bridge],
26.0,SAAVIK,Cross referenced and verified. An unidentifiable lifeform reading.,[Grissom bridge],
26.0,COMM OFFICER,"Do you wish to advise Starfleet, sir?",[Grissom bridge],
26.0,ESTEBAN,Wait a minute! ...We don't know what we're talking about here.,[Grissom bridge],
26.0,DAVID,Why don't we beam it up?,[Grissom bridge],
26.0,ESTEBAN,"Oh no you don't! Regulations specifically state, 'nothing shall be beamed aboard until danger of contamination has been eliminated.'",[Grissom bridge],
26.0,SAAVIK,"Captain, ...the logical alternative is obvious. ...Beaming down to the surface is permitted.",[Grissom bridge],
26.0,ESTEBAN,"Yes, if the Captain decides that the mission is vital and reasonably free of danger.",[Grissom bridge],
26.0,DAVID,"Captain, please, ...we'll take the risk, but we've got to find out what it is.",[Grissom bridge],
26.0,SAAVIK,Or who.,[Grissom bridge],
27.0,KIRK,Absent friends.,[Kirk's apartment],
27.0,SULU,"Admiral, what's going to happen to the Enterprise?",[Kirk's apartment],
27.0,KIRK,She's to be decommissioned.,[Kirk's apartment],
27.0,CHEKOV,Will we get another ship?,[Kirk's apartment],
27.0,KIRK,I can't get an answer. Starfleet is up to its brass in galactic conference. No one has time for those who only stand and wait.,[Kirk's apartment],
27.0,UHURA,"Sir? About Doctor McCoy, how is he?",[Kirk's apartment],
27.0,KIRK,"He's home, resting comfortably, pumped full of tranquillisers. They say it's exhaustion. He promised me he'd stay put. Well we'll see.",[Kirk's apartment],
27.0,KIRK,"Ah, Mister Scott. ...Come. ...Sarek! ...Ambassador, I had no idea you were here... I believe you know my crew.",[Kirk's apartment],
27.0,SAREK,"I will speak with you alone, Kirk.",[Kirk's apartment],(door chimes)
27.0,KIRK,"Please excuse us. ...Ambassador, I would have come to Vulcan to express my deepest sympathy.",[Kirk's apartment],
27.0,SAREK,"Spare me your human platitudes, Kirk. I have been to your Government. I have seen the Genesis information, and your own report.",[Kirk's apartment],
27.0,KIRK,Then you know how bravely your son met his death.,[Kirk's apartment],
27.0,SAREK,Why did you leave him on Genesis! Spock trusted you. You denied him his future!,[Kirk's apartment],
27.0,KIRK,I saw no future.,[Kirk's apartment],
27.0,SAREK,"Only his body was in death, Kirk. And you were the last one to be with him.",[Kirk's apartment],
27.0,KIRK,"Yes, I was.",[Kirk's apartment],
27.0,SAREK,Then you must know that you should have come with him to Vulcan.,[Kirk's apartment],
27.0,KIRK,But ...why?,[Kirk's apartment],
27.0,SAREK,"Because he asked you to! He entrusted you with his very essence, with everything that was not of the body. He asked you to bring him to us ...and bring that which he gave you, his katra, his living spirit.",[Kirk's apartment],
27.0,KIRK,"Sir, ...your son meant more to me than you can know. I'd have given my life if it would have saved his. Believe me when I tell you ...he made no request of me!",[Kirk's apartment],
27.0,SAREK,He would not have spoken of it openly.,[Kirk's apartment],
27.0,KIRK,"Then, how was...",[Kirk's apartment],
27.0,SAREK,"Kirk, I must have your thoughts. May I join your mind? ...He spoke of your friendship.",[Kirk's apartment],
27.0,KIRK,Yes.,[Kirk's apartment],
27.0,SAREK,He asked you not to grieve.,[Kirk's apartment],
27.0,KIRK,Yes.,[Kirk's apartment],
27.0,SAREK,The needs of the many ...outweigh...,[Kirk's apartment],
27.0,KIRK,...the needs of the few...,[Kirk's apartment],
27.0,SAREK,...or the one.,[Kirk's apartment],
27.0,KIRK,Spock...,[Kirk's apartment],
27.0,SAREK,I have been ...and always shall be ...your friend. Live long ...and prosper!,[Kirk's apartment],
27.0,KIRK,No!,[Kirk's apartment],
27.0,SAREK,Forgive me. It is not here. I had assumed he mindmelded with you. It is the Vulcan way ...when the body's end is near.,[Kirk's apartment],
27.0,KIRK,We were separated! He couldn't touch me.,[Kirk's apartment],
27.0,SAREK,I see. ...Then everything that he was. ...Everything that he knew ...is lost.,[Kirk's apartment],
27.0,KIRK,"Please wait! ...He would have found a way! If there was that much at stake, ...Spock would have found a way!",[Kirk's apartment],
27.0,SAREK,Yes. ...But how?,[Kirk's apartment],
27.0,KIRK,What if he joined with someone else?,[Kirk's apartment],
28.0,KIRK,Go.,[Electronic center],
28.0,(recording from Reactor room in Star Trek II,The Wrath of Khan,[Electronic center],
28.0,SPOCK (on monitor),Ship. ...Out of danger?,[Electronic center],"COMPUTER VOICE: Engine Room, Flight Recorder Visual. Stardate 8128.7 eight."
28.0,KIRK (on monitor),Yes.,[Electronic center],
28.0,KIRK,Back. Point seven seven.,[Electronic center],
28.0,COMPUTER VOICE,Flight recorder visual. Twentyeight point seven seven.,[Electronic center],
28.0,KIRK (OC),Go.,[Electronic center],
28.0,McCOY (on monitor),No! You'll flood the whole compartment!,[Electronic center],
28.0,KIRK (on monitor),He'll die!,[Electronic center],
28.0,SCOTT (on monitor),Sir! He's dead already.,[Electronic center],
28.0,KIRK,Back. Point seven six.,[Electronic center],
28.0,COMPUTER VOICE,Flight recorder visual. Twentyeight point seven six.,[Electronic center],
28.0,KIRK (OC),Go.,[Electronic center],
28.0,McCOY (on monitor),You're not going in there!,[Electronic center],
28.0,SPOCK (on monitor),Perhaps you're right. What is Mister Scott's condition?,[Electronic center],
28.0,McCOY (on monitor),"Well, I don't think that he...",[Electronic center],
28.0,SPOCK (on monitor),"I'm sorry, Doctor. I have no time to discuss this logically.",[Electronic center],
28.0,KIRK,Freeze! ...Repeat ...and augment!,[Electronic center],
28.0,SPOCK (on monitor),Remember!,[Electronic center],(Spock administers a Vulcan nerve pinch on McCoy)
28.0,KIRK,McCoy!,[Electronic center],
28.0,SAREK,"One alive, one not. Yet both in pain.",[Electronic center],
28.0,KIRK,What must I do?,[Electronic center],
28.0,SAREK,"You must bring them to Mount Seleya, ...on Vulcan. Only there can both find peace.",[Electronic center],
28.0,KIRK,What you ask ...is difficult.,[Electronic center],
28.0,SAREK,"You will find a way, Kirk. ...If you honour them both, you must.",[Electronic center],
28.0,KIRK,I will. I swear.,[Electronic center],
29.0,ESTEBAN (OC),"Transporter room, stand by to energise.",[Grissom orbiting the Genesis planet],
29.0,HELM (OC),Aye sir. Energising now.,[Grissom orbiting the Genesis planet],
30.0,ESTEBAN (on intercom),Grissom to Saavik. We're picking up radiation from the lifeform.,[Genesis planet surface - sub-tropical],
30.0,SAAVIK,"Affirmative, Captain. Our readings are well below danger level.",[Genesis planet surface - sub-tropical],
31.0,ESTEBAN,"Very well. Exercise caution, Lieutenant. This landing is Captain's discretion and I'm the one who's out on a limb.",[Grissom bridge],
31.0,SAAVIK,I'll try to remember that.,[Grissom bridge],
31.0,DAVID,"There are your lifeforms. These were microbes on the tube's surface. We shot them here from Enterprise. ...They were fruitful, and multiplied.",[Grissom bridge],
31.0,SAAVIK,But how could they have evolved so quickly?,[Grissom bridge],
31.0,DAVID,Saavik. ...What is it?,[Grissom bridge],(Spock's torpedo coffin has worm-like forms writhing over it)
31.0,SAAVIK,Spock's burial robe.,[Grissom bridge],
32.0,MORROW,"No. Absolutely not, Jim, ...You are my best officer. But I am Commander, Starfleet, so I don't break rules!",[Starfleet officer's lounge],
32.0,KIRK,"Don't quote rules to me. I'm talking about loyalty and sacrifice. One man who's died for us, another who has deep emotional problems.",[Starfleet officer's lounge],(there is an earth tremor and a piercing cry)
32.0,MORROW,"Now! Wait a minute! This business about Spock and McCoy. ...Honestly, I never understood Vulcan mysticism.",[Starfleet officer's lounge],
32.0,KIRK,You don't have to believe! I'm not even sure I believe. But even if there's a chance that Spock has an eternal soul ...then it's my responsibility.,[Starfleet officer's lounge],
32.0,MORROW,Yours?,[Starfleet officer's lounge],
32.0,KIRK,As surely as if it were my very own! Give me back the Enterprise! With Scotty's help I could...,[Starfleet officer's lounge],
32.0,MORROW,"No, Jim! The Enterprise would never stand the pounding and you know it.",[Starfleet officer's lounge],
32.0,KIRK,Then I'll find a ship. I'll hire a ship.,[Starfleet officer's lounge],
32.0,MORROW,"Out of the question, my friend! The Council has ordered that no one but the science team goes to Genesis! Jim, your life and your career stand for rationality, not intellectual chaos. Keep up this emotional behaviour and you'll lose everything. You'll destroy yourself! Do you understand me, Jim?",[Starfleet officer's lounge],
32.0,KIRK,I hear you. ...I had to try.,[Starfleet officer's lounge],
32.0,MORROW,Of course.,[Starfleet officer's lounge],
32.0,KIRK,Thanks for the drink.,[Starfleet officer's lounge],
32.0,MORROW,Any time.,[Starfleet officer's lounge],
32.0,SULU,"The word, sir?",[Starfleet officer's lounge],
32.0,KIRK,The word ...is no. I am therefore going anyway.,[Starfleet officer's lounge],
32.0,SULU,"You can count on our help, sir.",[Starfleet officer's lounge],(as Kirk leaves he is joined by Sulu and Chekov)
32.0,KIRK,"Thank you, Mister Sulu. I'll need it.",[Starfleet officer's lounge],
32.0,CHEKOV,Shall I alert Doctor McCoy?,[Starfleet officer's lounge],
32.0,KIRK,Please. He has a long journey ahead of him.,[Starfleet officer's lounge],
33.0,WAITRESS,"Long time, Doc.",[A cosmopolitan bar],
33.0,McCOY,Yeah. ...Anybody been looking for me?,[A cosmopolitan bar],
33.0,WAITRESS,"I have, ...but what's the use? What'll it be?",[A cosmopolitan bar],
33.0,McCOY,Altair water.,[A cosmopolitan bar],
33.0,WAITRESS,That's not your usual poison.,[A cosmopolitan bar],
33.0,McCOY,To expect one to order poison in a bar is not logical.,[A cosmopolitan bar],
33.0,WAITRESS,Got it.,[A cosmopolitan bar],
33.0,ALIEN,"To your planet, welcome.",[A cosmopolitan bar],
33.0,McCOY,"I think that's my line, stranger.",[A cosmopolitan bar],
33.0,ALIEN,"Oh, forgive. I here am new. But you are known, being McCoy from Enterprise.",[A cosmopolitan bar],
33.0,McCOY,"You have me at a disadvantage, sir.",[A cosmopolitan bar],
33.0,ALIEN,I name not important. You seek I. Message received. Available ship stands by.,[A cosmopolitan bar],
33.0,McCOY,How much and how soon?,[A cosmopolitan bar],
33.0,ALIEN,How soon is now. How much is where?,[A cosmopolitan bar],
33.0,McCOY,Somewhere in the Mutara Sector.,[A cosmopolitan bar],
33.0,ALIEN,"Oh. Mutara restricted. Take permits many. Money, more.",[A cosmopolitan bar],
33.0,McCOY,"There aren't going to be any damn permits! How can you get a permit to do a damn illegal thing? Look, price you name, money I got.",[A cosmopolitan bar],
33.0,ALIEN,"Place you name, money I name. Otherwise, bargain, no.",[A cosmopolitan bar],
33.0,McCOY,"All right, dammit. It's Genesis. The name of the place we're going is Genesis.",[A cosmopolitan bar],
33.0,ALIEN,Genesis!,[A cosmopolitan bar],
33.0,McCOY,"Yes, Genesis! How can you be deaf with ears like that?",[A cosmopolitan bar],
33.0,ALIEN,Genesis allowed is not. ...It's planet forbidden.,[A cosmopolitan bar],
33.0,McCOY,"Look, my backwards friend! Genesis may be 'planet forbidden' but I'm damn well...",[A cosmopolitan bar],
33.0,CIVILIAN AGENT,"Sir, ...I'm sorry, but your voice is carrying. I don't think you want to be discussing this subject in public.",[A cosmopolitan bar],
33.0,McCOY,"I'll discuss what I like, and who the hell are you?",[A cosmopolitan bar],
33.0,CIVILIAN AGENT,"Could I offer you a ride home, Doctor McCoy?",[A cosmopolitan bar],
33.0,McCOY,"Where's the logic in offering me a ride home, you idiot! If I wanted a ride home, would I be trying to charter a space flight?",[A cosmopolitan bar],
33.0,ALIEN,Aarrgh!,[A cosmopolitan bar],
33.0,McCOY,How the hell do you know who I am?,[A cosmopolitan bar],
33.0,CIVILIAN AGENT,"Federation Security, sir.",[A cosmopolitan bar],
33.0,CIVILIAN AGENT,"You're going to get a nice, long rest, Doctor.",[A cosmopolitan bar],
34.0,SAAVIK,Saavik to Grissom. We are definitely reading a second lifeform.,[Genesis Planet arctic],(McCoy tries the Vulcan nerve pinch on the agent unsuccessfully)
34.0,ESTEBAN (OC),"We concur. Proceed with caution, Saavik.",[Genesis Planet arctic],
35.0,ESTEBAN,What the hell is going on down there?,[Grissom bridge],
36.0,GUARD #1,"Make it quick, Admiral. They're moving him to the Federation funny farm.",[Prison cell],
36.0,KIRK,"Yes, poor friend. I hear he's fruity as a nut cake.",[Prison cell],
36.0,GUARD #1,Two minutes.,[Prison cell],
36.0,McCOY,Jim.,[Prison cell],
36.0,KIRK,How many fingers do I have up?,[Prison cell],
36.0,McCOY,That's not very damn funny.,[Prison cell],
36.0,KIRK,Your sense of humour's returned.,[Prison cell],
36.0,McCOY,The hell it has. What's that?,[Prison cell],(Kirk makes a Vulcan salute)
36.0,KIRK,Lexorin.,[Prison cell],
36.0,McCOY,Lexorin? What for?,[Prison cell],
36.0,KIRK,"You're suffering from a Vulcan mind meld, Doctor.",[Prison cell],
36.0,McCOY,That greenblooded son of a bitch! It's his revenge for all the arguments he lost.,[Prison cell],
36.0,KIRK,Let me see your hand. This will make you well enough to travel.,[Prison cell],
37.0,SULU,Where's Admiral Kirk?,[Prison outer office],
37.0,GUARD #1,With the prisoner.,[Prison outer office],
37.0,SULU,"Get him quickly. Commander, Starfleet wants him right away.",[Prison outer office],
37.0,GUARD #2,Uuhh! yawns,[Prison outer office],
37.0,SULU,Keeping you busy?,[Prison outer office],
37.0,GUARD #2,"Don't get smart, Tiny.",[Prison outer office],
38.0,GUARD #1,"Admiral, ...Starfleet is....",[Prison cell],
38.0,KIRK,This man is sick! Take a look!,[Prison cell],
38.0,SULU,The side elevator. Agents on their way up.,[Prison cell],
38.0,SULU,Don't call me Tiny.,[Prison cell],(Kirk punches the first guard and immobilises him)
39.0,KIRK,"Unit two, this is unit one. The Kobayashi Maru has set sail for the promised land. Acknowledge.",[Enterprise turbolift],(Sulu throws the second guard and destroys the communications console)
39.0,CHEKOV (OC),Message acknowledged. All units will be informed.,[Enterprise turbolift],
39.0,McCOY,You're taking me to the promised land?,[Enterprise turbolift],
39.0,KIRK,What are friends for?,[Enterprise turbolift],
40.0,STYLES,"Ah, Mister Scott. Calling it a night?",[Excelsior corridor],(U.S.S. Excelsior in Spacedock)
40.0,SCOTT,Yes sir.,[Excelsior corridor],
40.0,STYLES,Turning in myself. Looking forward to breaking some of Enterprise's speed records tomorrow.,[Excelsior corridor],
40.0,SCOTT,"Ah, ah. Yes sir. Good night.",[Excelsior corridor],
40.0,TURBOLIFT VOICE,Level please!,[Excelsior corridor],
40.0,SCOTT,Transporter room.,[Excelsior corridor],
40.0,TURBOLIFT VOICE,Thank you.,[Excelsior corridor],
40.0,SCOTT,Up your shaft.,[Excelsior corridor],
41.0,UHURA,Roger. Old City Station at twentytwo hundred hours. All is well.,[Old City transporter station],
41.0,STARFLEET VOICE,Understood. All stations clear.,[Old City transporter station],
41.0,MR. ADVENTURE,"You amaze me, Commander.",[Old City transporter station],
41.0,UHURA,"Oh, how is that?",[Old City transporter station],
41.0,MR. ADVENTURE,"A twentyyear space veteran, yet you sure choose the worst duty station in town. I mean, look at this place, this is the hind end of space.",[Old City transporter station],
41.0,UHURA,"Peace and quiet appeals to me, Lieutenant.",[Old City transporter station],
41.0,MR. ADVENTURE,"Well, maybe that's okay for someone like you whose career is winding down. But me, I need some challenge in my life, some adventure, ...maybe even just a surprise or two.",[Old City transporter station],
41.0,UHURA,"You know what they say, Be careful what you wish for. You may get it.",[Old City transporter station],
41.0,KIRK,"Good evening, Commander. Is everything ready?",[Old City transporter station],
41.0,UHURA,"Step into my parlour, gentlemen.",[Old City transporter station],
41.0,MR. ADVENTURE,"That's Admiral Kirk, my God!",[Old City transporter station],
41.0,UHURA,"Very good for you, Lieutenant.",[Old City transporter station],
41.0,MR. ADVENTURE,"But it's damn irregular. No destination orders, no encoded ID's.",[Old City transporter station],
41.0,UHURA,All true.,[Old City transporter station],
