Scene_ID,Character,Dialogue,Scene_Description,Metadata
5.0,SONAK,Captain Decker requested I complete final science briefing here before we leave on our mission.,[San Francisco Air Tram station],
5.0,KIRK,Here? At Starfleet? The Enterprise is in final preparation to leave dock.,[San Francisco Air Tram station],
5.0,SONAK,Which will require twenty more hours at minimum.,[San Francisco Air Tram station],
5.0,KIRK,Twelve! I'm on my way to a meeting with Admiral Nogura which will not last more than three minutes. Report to me on the Enterprise in one hour.,[San Francisco Air Tram station],
5.0,SONAK,"Report to you, sir?",[San Francisco Air Tram station],
5.0,KIRK,It is my intention to be on that ship following that meeting. Report to me in one hour.,[San Francisco Air Tram station],
6.0,,,[Orbital Office Complex],
6.0,SCOTT,Admiral.,[Orbital Office Complex],
6.0,KIRK,Mister Scott.,[Orbital Office Complex],
6.0,SCOTT,"Those departure orders, twelve hours, Starfleet cannot be serious.",[Orbital Office Complex],
6.0,KIRK,"Why aren't the Enterprise transporters operating, Mister Scott?",[Orbital Office Complex],
6.0,SCOTT,"A wee problem, sir, really. Just temporary. Admiral, we have just spent eighteen months redesigning and refitting the Enterprise. How in the name of hell do they expect to have her ready in twelve hours?",[Orbital Office Complex],
6.0,KIRK,"Take me over, please.",[Orbital Office Complex],
7.0,,,[Travel Pod],
7.0,SCOTT,"She needs more work, a shakedown.",[Travel Pod],
7.0,KIRK,"Mister Scott, there's an alien object with unbelievable destructive power less than three days away from this planet. ...The only starship in interception range is the Enterprise. Ready, or not, she launches in twelve hours.",[Travel Pod],
7.0,SCOTT,The crew hasn't had near enough transition time with all the new equipment. And the engines are not yet tested at warp power. And an untried Captain.,[Travel Pod],
7.0,KIRK,"Two and a half years as Chief of Starfleet Operations may have made me a stale but I wouldn't exactly consider myself untried. They gave her back to me, Scotty.",[Travel Pod],
7.0,SCOTT,"Gave her back, sir? I doubt it was that easy with Nogura.",[Travel Pod],
7.0,KIRK,You're right,[Travel Pod],
7.0,SCOTT,"Well, any man who could manage such a feat, I wouldna dare disappoint. She'll launch on time, sir, ...and she'll be ready.",[Travel Pod],
7.0,,,[Travel Pod],
7.0,KIRK,"Thank you, Mister Scott.",[Travel Pod],
7.0,SCOTT,Aye sir.,[Travel Pod],(Enterprise flyby)
8.0,,,[Enterprise cargo deck],
8.0,TANNOY VOICE,Cargo bay to launch crew. Travel pod is now available at dock six.,[Enterprise cargo deck],
8.0,KIRK,"Permission to come aboard, sir?",[Enterprise cargo deck],
8.0,ENSIGN,"Granted, sir. Welcome aboard, Admiral. ...Commander Scott, you're needed in engineering immediately.",[Enterprise cargo deck],
8.0,SCOTT,"Sir, you'll excuse me?",[Enterprise cargo deck],
8.0,TANNOY VOICE,Flight deck. Prepare for incoming shuttlecraft.,[Enterprise cargo deck],
8.0,ENSIGN,"Sir, if you'll follow me, I'll...",[Enterprise cargo deck],
8.0,KIRK,"I think I can find my way, Ensign.",[Enterprise cargo deck],
8.0,ENSIGN,Aye sir.,[Enterprise cargo deck],
9.0,,,[Enterprise turbolift],
9.0,KIRK,Bridge.,[Enterprise turbolift],
10.0,,,[Enterprise bridge],
10.0,FEMALE CREWMEMBER'S VOICE,What's the problem? I thought you had that circuit patched an hour ago.,[Enterprise bridge],
10.0,MALE CREWMEMBER'S VOICE,We did. And we had to disconnect it.,[Enterprise bridge],
10.0,CREWMEMBER'S VOICES,(general technical chatter),[Enterprise bridge],
10.0,UHURA,"I'll get somebody down there just as soon as I can. ...Captain! Starfleet just signalled your transfer-of-command orders, sir.",[Enterprise bridge],
10.0,SULU,Captain!,[Enterprise bridge],
10.0,KIRK,I appreciate your welcome. I wish the circumstances were less critical. Epsilon Nine is monitoring the intruder. Keep a channel open.,[Enterprise bridge],
10.0,UHURA,Aye sir.,[Enterprise bridge],
10.0,KIRK,Where's Captain Decker?,[Enterprise bridge],
10.0,SULU,"He's in engineering, sir. ...He ...doesn't know.",[Enterprise bridge],
10.0,KIRK,Mister Chekov!,[Enterprise bridge],
10.0,CHEKOV,Aye sir.,[Enterprise bridge],
10.0,KIRK,Assemble the crew on the Recreation Deck at oh four hundred hours. I want to show them what we're facing.,[Enterprise bridge],
10.0,SULU,He wanted her back. He got her!,[Enterprise bridge],
10.0,ALIEN ENSIGN,And Captain Decker? He's been with the ship every minute of her refitting.,[Enterprise bridge],
10.0,UHURA,"Ensign, the possibilities of our returning from this mission in one piece may have just doubled.",[Enterprise bridge],
11.0,,,[Enterprise engineering],
11.0,VOICES (OC),Check. Cleary on number six.,[Enterprise engineering],
11.0,,,[Enterprise engineering],
11.0,,,[Enterprise engineering],
11.0,,,[Enterprise engineering],Space matrix restoration coils. Dilithium crystals.
11.0,SCOTT (OC),Cleary! Put a new backup sensor into the unit.,[Enterprise engineering],I knew it. The transporter sensor was not activated.
11.0,CLEARY (OC),Aye sir.,[Enterprise engineering],Faulty modules.
11.0,DECKER,"Admiral Kirk! ...We're getting a top brass send off? Don't worry, she'll launch on schedule if we have to tow her out with our bare hands. Right, Scotty?",[Enterprise engineering],
11.0,SCOTT,"Aye, yes, that we will, sir.",[Enterprise engineering],
11.0,KIRK,Let's talk.,[Enterprise engineering],
11.0,DECKER,Sure. Let me now when the backup's ready.,[Enterprise engineering],
11.0,SCOTT,Aye sir.,[Enterprise engineering],
11.0,DECKER,"With all due respect, sir, I hope this isn't some kind of Starfleet pep talk, I'm really too busy.",[Enterprise engineering],
11.0,KIRK,"I'm taking over the center seat, Will.",[Enterprise engineering],
11.0,DECKER,You're what?,[Enterprise engineering],
11.0,KIRK,I'm replacing you as Captain of the Enterprise. You'll stay on as Executive Officer. Temporary grade reduction to Commander.,[Enterprise engineering],
11.0,DECKER,"You personally, are assuming command?",[Enterprise engineering],
11.0,KIRK,Yeah.,[Enterprise engineering],
11.0,DECKER,May I ask? Why?,[Enterprise engineering],
11.0,KIRK,"My experience, five years out there dealing with unknowns like this, my familiarity with the Enterprise, this crew.",[Enterprise engineering],
11.0,DECKER,"Admiral, this is an almost totally new Enterprise. You don't know her a tenth as well as I do.",[Enterprise engineering],
11.0,KIRK,"That's why you're staying aboard. I'm sorry,",[Enterprise engineering],
11.0,DECKER,"No, Admiral. I don't think you are, not one damn bit. I remember when you recommended me for this command. You told me how envious you were, and how much you hoped you'd find a way to get a starship command again. Well, it looks like you found a way.",[Enterprise engineering],
11.0,KIRK,"Report to the bridge, Commander. Immediately.",[Enterprise engineering],
11.0,DECKER,Aye sir.,[Enterprise engineering],
11.0,CLEARY,"Transporter room, come in! Urgent! Redline on the transporters, Mister Scott!",[Enterprise engineering],
11.0,SCOTT,"Transporter room, do not engage! Do not...",[Enterprise engineering],
11.0,CLEARY,It's too late. They're beaming now!,[Enterprise engineering],
12.0,,,[Enterprise transporter room],
12.0,RAND,Do you read me Starfleet? Override us. Pull them back!,[Enterprise transporter room],
12.0,KIRK,"Give it to me. Starfleet, boost your matter gain, we need more signal! ...More signal!",[Enterprise transporter room],
12.0,SCOTT,We're losing their pattern.,[Enterprise transporter room],
12.0,RAND,"Oh, no! They're forming!",[Enterprise transporter room],
12.0,WOMAN,(a scream),[Enterprise transporter room],
12.0,SONAK,(a moan),[Enterprise transporter room],
12.0,KIRK,"Starfleet, do you have them?",[Enterprise transporter room],
12.0,STARFLEET VOICE,"Enterprise, ...what we got back didn't live long, ...fortunately.",[Enterprise transporter room],
12.0,KIRK,"Starfleet, ...Kirk. Please ...express my condolences to their families. Commander Sonak's can be reached through the Vulcan Embassy. There was nothing you could have done, Rand. It wasn't your fault.",[Enterprise transporter room],
13.0,,,[Enterprise corridor],
13.0,KIRK,Yeoman! Turboshaft eight?,[Enterprise corridor],
13.0,YEOMAN,"Back that way, sir.",[Enterprise corridor],
13.0,KIRK,"We have to replace Commander Sonak. I'd still like a Vulcan there, if possible.",[Enterprise corridor],
13.0,DECKER,"None available, Captain. There's no one available. In fact there's no one who's fully rated on this design.",[Enterprise corridor],
13.0,KIRK,"You are, Mister Decker. I'm afraid you're gonna have to double as science officer.",[Enterprise corridor],
14.0,,,[Enterprise recreation deck],
14.0,KIRK,"That's all we know about it, except that it's now fifty-three point four hours away from Earth. Enterprise is the only Federation starship that stands in its way. Our orders are to intercept, investigate, and take whatever action is necessary, ...and possible.",[Enterprise recreation deck],
14.0,BRIDGE VOICE,Bridge to Captain. Priority signal from Epsilon Nine.,[Enterprise recreation deck],
14.0,KIRK,Put it on the viewer.,[Enterprise recreation deck],
14.0,UHURA (OC),"On viewer, sir.",[Enterprise recreation deck],
14.0,BRANCH (on viewer),"Enterprise, the Cloud is definitely a power field of some kind. Measures, my God, over two A.U.'s in diameter. Must be something incredible inside there generating it. We're transmitting linguacode friendship messages on all frequencies. No response.",[Enterprise recreation deck],
14.0,TECHNICIAN (on viewer),"I have a null reading at the center of the Cloud, sir.",[Enterprise recreation deck],
14.0,LIEUTENANT (on viewer),Definitely something inside there but all scans are being reflected back.,[Enterprise recreation deck],
14.0,BRANCH (on viewer),A kind of power surge.,[Enterprise recreation deck],
14.0,LIEUTENANT (on viewer),Receiving an odd pattern now.,[Enterprise recreation deck],
14.0,BRANCH (on viewer),"Enterprise, ...they could be mistaking our scans as a hostile act.",[Enterprise recreation deck],
14.0,LIEUTENANT (on viewer),"They seem to be reacting to our scans, sir.",[Enterprise recreation deck],
14.0,BRANCH (on viewer),"Deflectors, emergency full! We are under attack!",[Enterprise recreation deck],
14.0,KIRK,External view!,[Enterprise recreation deck],
14.0,,,[Enterprise recreation deck],
14.0,KIRK,Viewer off. ...Pre-launch countdown will commence in forty minutes.,[Enterprise recreation deck],
15.0,,,[Enterprise bridge],(Epsilon IX is destroyed in the same way as the Klingon battle cruisers)
15.0,UHURA (OC),"Transporter system fully repaired and functioning normally, sir.",[Enterprise bridge],
15.0,SULU,"Dock signals clear, Captain.",[Enterprise bridge],
15.0,KIRK,Reply we are holding position awaiting final crew replacements.,[Enterprise bridge],
15.0,UHURA,"Aye sir. Transporter personnel reports the Navigator Lieutenant ...Ilia. She's already aboard, and en route to the bridge, sir. She's Deltan, sir.",[Enterprise bridge],
15.0,ILIA,"Lieutenant Ilia reporting for duty, sir.",[Enterprise bridge],
15.0,KIRK,"Welcome aboard, Lieutenant.",[Enterprise bridge],
15.0,DECKER,"Hello, Ilia.",[Enterprise bridge],
15.0,ILIA,Decker!,[Enterprise bridge],
15.0,DECKER,I was stationed on the Lieutenant's home planet some years ago.,[Enterprise bridge],
15.0,ILIA,'Commander' Decker?,[Enterprise bridge],
15.0,KIRK,"Yes, our Exec and science officer.",[Enterprise bridge],
15.0,DECKER,Captain Kirk has the utmost confidence in me.,[Enterprise bridge],
15.0,KIRK,"And in you too, Lieutenant.",[Enterprise bridge],
15.0,ILIA,My oath of celibacy is on record Captain. May I assume my duties?,[Enterprise bridge],
15.0,KIRK,By all means.,[Enterprise bridge],
15.0,UHURA,"Captain, Starfleet reports our last six crewmembers are ready to beam up, ...but one of them is refusing to step into the transporter.",[Enterprise bridge],
15.0,KIRK,Oh? I'll see that he beams up! ...Transporter room.,[Enterprise bridge],
16.0,,,[Enterprise transporter room],
16.0,KIRK,Ellen.,[Enterprise transporter room],
16.0,ELLEN,Yes sir.,[Enterprise transporter room],
16.0,KIRK,What was the problem down there?,[Enterprise transporter room],
16.0,ELLEN,"He insisted we go first, sir. Said something about first seeing how it scrambled our molecules.",[Enterprise transporter room],
16.0,KIRK,"That has a familiar ring, doesn't it? Starfleet, this is Captain Kirk. Beam that officer up now! ...Well, for a man who swore he'd never return to Starfleet.",[Enterprise transporter room],
16.0,McCOY,"Just a moment, Captain, sir. I'll explain what happened. Your revered Admiral Nogura invoked a little known, and seldom used, reserve activation clause, ...in simpler language, Captain, they drafted me!",[Enterprise transporter room],
16.0,KIRK,They didn't!,[Enterprise transporter room],
16.0,McCOY,"This was your idea! This was your idea, wasn't it?",[Enterprise transporter room],
16.0,KIRK,"Bones, there's a 'thing' out there...",[Enterprise transporter room],
16.0,McCOY,Why is any object we don't understand always called a 'thing'?,[Enterprise transporter room],
16.0,KIRK,"...headed this way. I need you. Dammit Bones, I need you. Badly!",[Enterprise transporter room],
16.0,McCOY,Permission to come aboard?,[Enterprise transporter room],
16.0,RAND (OC),"Permission granted, sir.",[Enterprise transporter room],
16.0,McCOY,"Well, Jim, I hear Chapel's an MD now. Well, I'm gonna need a top nurse, not a doctor who'll argue every little diagnosis with me. And ...they've probably redesigned the whole sickbay, too. I know engineers. They love to change things.",[Enterprise transporter room],
16.0,,,[Enterprise transporter room],
17.0,,,[Enterprise bridge],
17.0,UHURA,"Dock control reports ready, sir.",[Enterprise bridge],(the Enterprise in Spacedock)
17.0,SULU,"Helm ready, sir.",[Enterprise bridge],
17.0,ILIA,"Orbital departure on plot, sir.",[Enterprise bridge],
17.0,UHURA,"Yard command signalling clear, sir.",[Enterprise bridge],
17.0,KIRK,"Maneuvering thrusters, Mister Sulu.",[Enterprise bridge],
17.0,SULU,"Maneuvering thrusters, sir.",[Enterprise bridge],
17.0,KIRK,Hold station.,[Enterprise bridge],
17.0,SULU,Thrusters at station keeping.,[Enterprise bridge],
17.0,KIRK,"Thrusters ahead, Mister Sulu. ...Take us out.",[Enterprise bridge],
18.0,,,[Enterprise engineering],
18.0,SCOTT,"Intermix set. Bridge, impulse power at your discretion.",[Enterprise engineering],
19.0,,,[Enterprise bridge],
19.0,KIRK,"Impulse power, Mister Sulu. Ahead, warp point five. ...Departure angle on viewer.",[Enterprise bridge],
19.0,SULU,Departure angle.,[Enterprise bridge],
19.0,KIRK,Viewer ahead.,[Enterprise bridge],
19.0,,,[Enterprise bridge],
19.0,,,[Enterprise bridge],
19.0,DECKER,"Captain, assuming we have full warp capability, accelerating to warp seven on leaving the solar system will bring us to IP with the intruder, twenty point one hours.",[Enterprise bridge],"(external space, Enterprise passes Jupiter)"
19.0,KIRK,"Well, Bones, do the new medical facilities meet with your approval?",[Enterprise bridge],"Captain's log, stardate 7412.6. one point eight hours from launch. In order to intercept the intruder at the earliest possible time, we must now risk engaging warp drive while still within the solar system."
19.0,McCOY,They do not. It's like working in a damned computer center.,[Enterprise bridge],
19.0,KIRK,Programming ready?,[Enterprise bridge],
19.0,DECKER,"Programme set for standard warp entry, Captain, ...but I still recommend further simulation study.",[Enterprise bridge],
19.0,KIRK,"Mister Decker, every minute brings that object closer to Earth! Engineering! Stand by for warp drive.",[Enterprise bridge],
19.0,SCOTT (on intercom),We need further warp simulation on the flow sensors.,[Enterprise bridge],
19.0,KIRK,"Engineer, we need warp speed now!",[Enterprise bridge],
19.0,McCOY,"Jim, you're pushing. Your people know their jobs.",[Enterprise bridge],
20.0,,,[Enterprise engineering],
20.0,ASSISTANT ENGINEER,"That's it, sir. I can't do any better.",[Enterprise engineering],
20.0,SCOTT,"Aye, lad. It's borderline on the simulator. Captain, I canna guarantee that she'll hold up.",[Enterprise engineering],
21.0,,,[Enterprise bridge],
21.0,KIRK,"Warp drive, Mister Scott. Ahead, warp one, Mister Sulu.",[Enterprise bridge],
21.0,SULU,"Accelerating to warp one, sir. Warp point seven, ...point eight, ...warp one, sir.",[Enterprise bridge],
21.0,KIRK,Mister Decker... Wormhole! ...Get us back on impulse power! Full reverse!,[Enterprise bridge],
21.0,SULU,"Negative helm control, Captain! Going reverse on impulse power!",[Enterprise bridge],
21.0,UHURA,"Subspace frequencies are jammed, sir. Wormhole effect!",[Enterprise bridge],
21.0,DECKER,Negative control from inertial lag will continue twenty-two point five seconds before forward velocity slows to sub-light speed.,[Enterprise bridge],
21.0,ILIA,"Unidentified small object has been pulled into the wormhole with us, Captain! Directly ahead!",[Enterprise bridge],
21.0,KIRK,"Forcefields up, full! Put object on viewer. ...Manual override on helm.",[Enterprise bridge],
21.0,SULU,No manual response!,[Enterprise bridge],
21.0,ILIA,Navigational deflectors coming up.,[Enterprise bridge],
21.0,DECKER,Wormhole distortion has over-loaded main power systems!,[Enterprise bridge],
21.0,ILIA,"Navigational deflectors inoperative, Captain. Directional control also inoperative.",[Enterprise bridge],
21.0,KIRK,"(slowly, distorted) Time to impact?",[Enterprise bridge],
21.0,ILIA,"(slowly, distorted) Twenty seconds.",[Enterprise bridge],
21.0,KIRK,"(slowly, distorted) Mister Chekov, stand by on phasers.",[Enterprise bridge],
21.0,DECKER,"(slowly, distorted) No! ...Belay that phaser order! ...Arm photon torpedoes.",[Enterprise bridge],
21.0,CHEKOV,"(slowly, distorted) Photon torpedoes ...armed.",[Enterprise bridge],
21.0,ILIA,"(slowly, distorted) Object is an asteroid, reading mass point seven.",[Enterprise bridge],
21.0,CHEKOV,"(slowly, distorted) Targeting asteroid.",[Enterprise bridge],
21.0,ILIA,"(slowly, distorted) Impact in ten seconds. ...Impact in eight seconds",[Enterprise bridge],
21.0,DECKER,"(slowly, distorted) Fire torpedoes!",[Enterprise bridge],
21.0,ILIA,"(slowly, distorted) ...Six.",[Enterprise bridge],
21.0,CHEKOV,"(slowly, distorted) Torpedoes away.",[Enterprise bridge],
21.0,ILIA,"(slowly, distorted) ...Four.",[Enterprise bridge],
21.0,SULU,"Helm control restored, sir.",[Enterprise bridge],
21.0,DECKER,"Position report, Navigator?",[Enterprise bridge],
21.0,ILIA,Computing new interception course.,[Enterprise bridge],
21.0,UHURA (OC),"Communications are normal, sir.",[Enterprise bridge],
21.0,CHEKOV (OC),"Negative damage report, Captain. No casualties reported, Doctor.",[Enterprise bridge],
21.0,McCOY,"Wrong, Mister Chekov, there are casualties. My wits! As in 'frightened-out-of', Captain, sir!",[Enterprise bridge],
21.0,DECKER,"We're at warp point eight. Engineer, ...report your status there.",[Enterprise bridge],
22.0,,,[Enterprise engineering],
22.0,SCOTT,"In just a second, Exec, we're picking up the pieces down here.",[Enterprise engineering],
23.0,,,[Enterprise bridge],
23.0,KIRK,"Mister Scott, we need warp drive as soon as possible.",[Enterprise bridge],
24.0,,,[Enterprise engineering],
24.0,SCOTT,"Captain, it was the engine imbalance that created the wormhole in the first place. ...It'll happen again if we don't correct it.",[Enterprise engineering],
25.0,,,[Enterprise bridge],
25.0,DECKER,We must correct it.,[Enterprise bridge],
25.0,KIRK,"That object out there is less than two days from Earth. We need to intercept while it still is out there. Navigator lay in a new heading to conform with our initial IP. Mister Sulu, you have the conn.",[Enterprise bridge],
25.0,KIRK,"Mister Decker, I'd like to see you in my quarters.",[Enterprise bridge],
25.0,McCOY,"Mind if I tag along, Captain?",[Enterprise bridge],
25.0,KIRK,Level five.,[Enterprise bridge],
26.0,,,[Kirk's quarters],
26.0,KIRK,"All right, explanation? Why was my phaser order countermanded?",[Kirk's quarters],
26.0,DECKER,"Sir, the Enterprise redesign increases phaser power by channelling it through the main engines. When they went into anti-matter imbalance, the phasers were automatically cut off.",[Kirk's quarters],
26.0,KIRK,"Then you acted properly, of course.",[Kirk's quarters],
26.0,DECKER,"Thank you, sir. ...I'm sorry if I embarrassed you.",[Kirk's quarters],
26.0,KIRK,You saved the ship.,[Kirk's quarters],
26.0,DECKER,"I'm aware of that, sir.",[Kirk's quarters],
26.0,KIRK,"Stop ...competing with me, Decker!",[Kirk's quarters],
26.0,DECKER,"Permission to speak freely, sir?",[Kirk's quarters],
26.0,KIRK,Granted.,[Kirk's quarters],
26.0,DECKER,"Sir, you haven't logged a single star hour in two and a half years. That, plus your unfamiliarity with the ship's redesign, in my opinion, sir, seriously jeopardises this mission.",[Kirk's quarters],
26.0,KIRK,"I trust you will ...nursemaid me through these difficulties, Mister?",[Kirk's quarters],
26.0,DECKER,Yes sir. I'll do that.,[Kirk's quarters],
26.0,KIRK,"Then I won't keep you from your duties any longer, Commander.",[Kirk's quarters],
26.0,KIRK,"Yes, Doctor?",[Kirk's quarters],
26.0,DECKER,Aye sir.,[Kirk's quarters],
26.0,McCOY,"He may be right, Jim.",[Kirk's quarters],
27.0,,,[Enterprise corridor],
27.0,ILIA,Was it difficult?,[Enterprise corridor],
27.0,DECKER,No more than I expected. ...Not as difficult as seeing you. I'm sorry.,[Enterprise corridor],
27.0,ILIA,That you left Delta Four? Or that you didn't even say 'goodbye'?,[Enterprise corridor],
27.0,DECKER,"If I had seen you again, ...would you have been able to say it?",[Enterprise corridor],
27.0,ILIA,No.,[Enterprise corridor],
28.0,,,[Kirk's quarters],
28.0,KIRK,"Make your point, Doctor.",[Kirk's quarters],
28.0,McCOY,"The point, Captain, is that it's you who's competing. ...You rammed getting this command down Starfleet's throat. You've used this emergency to get Enterprise back.",[Kirk's quarters],
28.0,KIRK,"And I intend to keep her, is it that what you're saying?",[Kirk's quarters],
28.0,McCOY,"Yes! It's an obsession, an obsession that can blind you to far more immediate, and critical responsibilities. Your reaction to Decker is an example.",[Kirk's quarters],
28.0,UHURA (on intercom),Bridge to Captain.,[Kirk's quarters],
28.0,KIRK,Viewer on.,[Kirk's quarters],
28.0,UHURA (on intercom),"Signal from a Federation-registered long-range shuttle, sir.",[Kirk's quarters],
28.0,UHURA (on viewer),"She wishes to come alongside, and lock on.",[Kirk's quarters],
28.0,KIRK,For what purpose?,[Kirk's quarters],
28.0,CHEKOV (on viewer),"Our security scanning shows it has a Grade-One priority, Captain. Non-belligerency confirmed. I suspect it is a ...courier of some kind.",[Kirk's quarters],
28.0,KIRK,"Very well, Mister Chekov, see to it. Viewer off. Your ...opinion has been noted.",[Kirk's quarters],
28.0,McCOY,Is there anything further?,[Kirk's quarters],
28.0,KIRK (OC),That depends on you.,[Kirk's quarters],
29.0,,,[Shuttle dock entrance],
29.0,COMPUTER VOICE,"Security scan. One border. Identity, Starfleet inactive.",[Shuttle dock entrance],
29.0,SPOCK,"Permission to come aboard, sir?",[Shuttle dock entrance],
29.0,CHEKOV,"Granted, sir! Granted!",[Shuttle dock entrance],
30.0,,,[Enterprise bridge],
30.0,CREW,Why... Why ...it's Mister...,[Enterprise bridge],
30.0,KIRK,Spock! ...Spock.,[Enterprise bridge],
30.0,SPOCK,"Commander, if I may?",[Enterprise bridge],
30.0,DECKER,If... Oh!,[Enterprise bridge],
30.0,SPOCK,"I have been monitoring your communications with Starfleet Command, Captain, I'm aware of your engine design difficulties. ...I offer my services as science officer. ...With all due respect, Commander.",[Enterprise bridge],
30.0,KIRK,If our Exec has no objections?,[Enterprise bridge],
30.0,DECKER,Of course not. I'm well aware of Mister Spock's qualifications.,[Enterprise bridge],
30.0,KIRK,"Mister Chekov, log Mister Spock's Starfleet commission reactivated, list him as science officer, ...both effective immediately.",[Enterprise bridge],
30.0,CHAPEL,Mister Spock!!!,[Enterprise bridge],
30.0,McCOY,"Well, so help me, I'm actually pleased to see you.",[Enterprise bridge],
30.0,UHURA,"It's how we all feel, Mister Spock.",[Enterprise bridge],
30.0,SPOCK,"Captain, with your permission, I will now discuss these fuel equations with the Engineer.",[Enterprise bridge],
30.0,KIRK,"Mister Spock, welcome aboard.",[Enterprise bridge],
30.0,,,[Enterprise bridge],
30.0,SULU,"Warp point eight, ...point nine, ...warp two, ...warp five, ...warp six, ...warp seven, sir.",[Enterprise bridge],
31.0,,,[Enterprise officers lounge],"Captain's log, stardate 7413.4. Thanks to Mister Spock's timely arrival, and assistance, we have the engines rebalanced into full warp capacity. Repair time less than three hours, ...which means we will now be able to intercept intruder while still more than a day from Earth."
31.0,SPOCK,"Science officer Spock, reporting as ordered, Captain.",[Enterprise officers lounge],
31.0,KIRK,Please sit down.,[Enterprise officers lounge],
31.0,McCOY,"Spock, you haven't changed a bit. You're just as warm and sociable as ever.",[Enterprise officers lounge],
31.0,SPOCK,"Nor have you, Doctor, as your continued predilection for irrelevancy demonstrates.",[Enterprise officers lounge],
31.0,KIRK,Gentlemen. At last report you were on Vulcan. Apparently to stay.,[Enterprise officers lounge],
31.0,McCOY,"Yes, you were undergoing the Kolineer discipline.",[Enterprise officers lounge],
31.0,KIRK,Sit down.,[Enterprise officers lounge],
31.0,SPOCK,"If you are referring to the Kolinahr, Doctor, you are correct.",[Enterprise officers lounge],
31.0,McCOY,"Well, however it's pronounced, Mister Spock, it's the Vulcan ritual supposed to purge all remaining emotions.",[Enterprise officers lounge],
31.0,KIRK,"The Kolinahr is also the discipline you broke ...to join us. Will you, please, ...sit down!",[Enterprise officers lounge],
